wave_length         LAB                 PPO                 bis                 
520.5               0.69803             0.283265            0.0187046           
521                 0.717954            0.263034            0.0190116           
521.5               0.698045            0.28327             0.0186848           
522                 0.698053            0.283272            0.0186749           
522.5               0.69806             0.283275            0.018665            
523                 0.698068            0.283277            0.0186552           
523.5               0.717993            0.263045            0.0189614           
524                 0.73792             0.242813            0.0192672           
524.5               0.69809             0.283284            0.0186256           
525                 0.678179            0.303521            0.0183002           
525.5               0.698105            0.283289            0.0186059           
526                 0.658273            0.323761            0.0179657           
526.5               0.65828             0.323764            0.0179562           
527                 0.658287            0.323767            0.0179467           
527.5               0.718056            0.263062            0.0188815           
528                 0.757906            0.222593            0.0195007           
528.5               0.777836            0.202359            0.0198048           
529                 0.757923            0.222597            0.0194802           
529.5               0.777854            0.202362            0.019784            
530                 0.797785            0.182128            0.0200875           
530.5               0.777871            0.202366            0.0197632           
531                 0.71811             0.263078            0.0188121           
531.5               0.698195            0.283317            0.0184888           
532                 0.698202            0.283319            0.0184792           
532.5               0.698209            0.283321            0.0184695           
533                 0.698217            0.283323            0.0184598           
533.5               0.738074            0.242851            0.0190757           
534                 0.738082            0.242853            0.0190657           
534.5               0.718164            0.263092            0.0187433           
535                 0.758024            0.222618            0.019358            
535.5               0.758032            0.22262             0.0193479           
536                 0.777967            0.202384            0.0196498           
536.5               0.758048            0.222624            0.0193277           
537                 0.817838            0.16191             0.0202525           
537.5               0.837775            0.141672            0.0205534           
538                 0.857712            0.121434            0.020854            
538.5               0.797938            0.182153            0.0199098           
539                 0.778018            0.202393            0.0195884           
539.5               0.778027            0.202395            0.0195782           
540                 0.758106            0.222636            0.0192574           
540.5               0.778044            0.202398            0.0195579           
541                 0.758123            0.22264             0.0192374           
541.5               0.718271            0.263122            0.0186071           
542                 0.758139            0.222643            0.0192175           
542.5               0.83787             0.141683            0.0204469           
543                 0.798017            0.182166            0.0198169           
543.5               0.758164            0.222649            0.0191876           
544                 0.73824             0.242891            0.0188683           
544.5               0.817976            0.161929            0.0200953           
545                 0.817985            0.16193             0.020085            
545.5               0.817994            0.161931            0.0200746           
546                 0.818003            0.161933            0.0200642           
546.5               0.798079            0.182176            0.0197453           
547                 0.798088            0.182177            0.0197351           
547.5               0.81803             0.161937            0.0200332           
548                 0.877842            0.101211            0.0209471           
548.5               0.95759             0.0202424           0.022168            
549                 0.957601            0.0202425           0.0221566           
549.5               0.897807            0.0809708           0.0212223           
550                 0.838011            0.1417              0.0202891           
550.5               0.758277            0.222673            0.0190495           
551                 0.758285            0.222675            0.0190397           
551.5               0.798166            0.18219             0.0196439           
552                 0.838048            0.141704            0.0202474           
552.5               0.857994            0.121462            0.0205437           
553                 0.858004            0.121463            0.0205332           
553.5               0.838076            0.141708            0.0202163           
554                 0.798209            0.182197            0.0195935           
554.5               0.798218            0.182199            0.0195835           
555                 0.758349            0.222689            0.0189617           
555.5               0.758357            0.222691            0.018952            
556                 0.758365            0.222692            0.0189424           
556.5               0.818192            0.161959            0.0198489           
557                 0.838141            0.141715            0.020144            
557.5               0.81821             0.161962            0.0198286           
558                 0.818219            0.161963            0.0198185           
558.5               0.778346            0.202455            0.0191988           
559                 0.778354            0.202457            0.0191891           
559.5               0.838186            0.141721            0.0200927           
560                 0.858137            0.121476            0.0203868           
560.5               0.818263            0.161969            0.0197681           
561                 0.838214            0.141724            0.020062            
561.5               0.838223            0.141725            0.0200518           
562                 0.778403            0.202466            0.0191305           
562.5               0.818298            0.161974            0.0197279           
563                 0.798363            0.182222            0.0194145           
563.5               0.798372            0.182224            0.0194047           
564                 0.838268            0.141731            0.020001            
564.5               0.858222            0.121484            0.0202938           
565                 0.858231            0.121485            0.0202835           
565.5               0.858241            0.121486            0.0202732           
566                 0.838305            0.141735            0.0199605           
566.5               0.838314            0.141736            0.0199504           
567                 0.818377            0.161985            0.0196382           
567.5               0.858278            0.12149             0.0202323           
568                 0.838341            0.141739            0.0199202           
568.5               0.83835             0.14174             0.0199101           
569                 0.858306            0.121493            0.0202016           
569.5               0.878263            0.101245            0.0204928           
570                 0.918168            0.0607472           0.021085            
570.5               0.878282            0.101246            0.0204722           
571                 0.878291            0.101247            0.0204619           
571.5               0.878301            0.101248            0.0204516           
572                 0.87831             0.101248            0.0204413           
572.5               0.858371            0.121499            0.0201305           
573                 0.798531            0.18225             0.0192194           
573.5               0.798539            0.182251            0.0192097           
574                 0.818498            0.162002            0.0195001           
574.5               0.818506            0.162003            0.0194903           
575                 0.838466            0.141754            0.0197803           
575.5               0.838475            0.141755            0.0197704           
576                 0.858435            0.121505            0.0200599           
576.5               0.898347            0.0810041           0.0206485           
577                 0.918309            0.0607535           0.0209373           
577.5               0.918319            0.060754            0.0209268           
578                 0.858471            0.121509            0.0200198           
578.5               0.838528            0.141761            0.0197111           
579                 0.85849             0.121511            0.0199998           
579.5               0.858499            0.121512            0.0199898           
580                 0.878462            0.10126             0.0202781           
580.5               0.838563            0.141766            0.0196718           
581                 0.838571            0.141767            0.019662            
581.5               0.818626            0.16202             0.0193544           
582                 0.778724            0.202527            0.0187494           
582.5               0.818642            0.162022            0.0193351           
583                 0.838606            0.141771            0.0196228           
583.5               0.838615            0.141772            0.0196131           
584                 0.85858             0.12152             0.0199004           
584.5               0.898502            0.0810136           0.0204843           
585                 0.898512            0.0810142           0.0204742           
585.5               0.858607            0.121522            0.0198708           
586                 0.878573            0.101269            0.0201574           
586.5               0.938456            0.040508            0.0210364           
587                 0.938466            0.0405083           0.0210259           
587.5               0.918518            0.0607628           0.0207195           
588                 0.87861             0.101272            0.0201175           
588.5               0.898578            0.0810183           0.0204032           
589                 0.938506            0.0405094           0.0209843           
589.5               0.938516            0.0405097           0.020974            
590                 0.878647            0.101275            0.0200777           
590.5               0.838736            0.141786            0.0194775           
591                 0.898626            0.0810212           0.0203529           
591.5               0.898635            0.0810218           0.0203429           
592                 0.858723            0.121534            0.0197434           
592.5               0.878693            0.101279            0.0200282           
593                 0.918625            0.0607677           0.0206072           
593.5               0.898673            0.0810241           0.0203028           
594                 0.918645            0.0607685           0.0205869           
594.5               0.898692            0.0810253           0.0202828           
595                 0.898701            0.0810259           0.0202728           
595.5               0.838822            0.141796            0.0193818           
596                 0.83883             0.141797            0.0193723           
596.5               0.818875            0.162055            0.0190693           
597                 0.818884            0.162056            0.01906             
597.5               0.878784            0.101286            0.01993             
598                 0.858829            0.121544            0.0196272           
598.5               0.858838            0.121545            0.0196176           
599                 0.858846            0.121546            0.019608            
599.5               0.858855            0.121547            0.0195984           
600                 0.878829            0.10129             0.0198812           
600.5               0.878838            0.10129             0.0198715           
601                 0.878847            0.101291            0.0198618           
601.5               0.878856            0.101292            0.0198521           
602                 0.878865            0.101292            0.0198424           
602.5               0.878874            0.101293            0.0198327           
603                 0.878883            0.101294            0.0198231           
603.5               0.878892            0.101295            0.0198134           
604                 0.878901            0.101295            0.0198037           
604.5               0.87891             0.101296            0.0197941           
605                 0.878919            0.101297            0.0197844           
605.5               0.878928            0.101297            0.0197748           
606                 0.878937            0.101298            0.0197652           
606.5               0.878946            0.101299            0.0197556           
607                 0.878955            0.101299            0.019746            
607.5               0.878963            0.1013              0.0197364           
608                 0.878972            0.101301            0.0197268           
608.5               0.878981            0.101302            0.0197172           
609                 0.87899             0.101302            0.0197077           
609.5               0.878999            0.101303            0.0196981           
610                 0.879008            0.101304            0.0196886           
610.5               0.879017            0.101304            0.0196791           
611                 0.879025            0.101305            0.0196695           
611.5               0.879034            0.101306            0.01966             
612                 0.879043            0.101306            0.0196505           
612.5               0.879052            0.101307            0.019641            
613                 0.879061            0.101308            0.0196315           
613.5               0.879069            0.101309            0.019622            
614                 0.879078            0.101309            0.0196126           
614.5               0.879087            0.10131             0.0196031           
615                 0.879096            0.101311            0.0195937           
615.5               0.879104            0.101311            0.0195842           
616                 0.879113            0.101312            0.0195748           
616.5               0.879122            0.101313            0.0195654           
617                 0.879131            0.101313            0.0195559           
617.5               0.879139            0.101314            0.0195465           
618                 0.879148            0.101315            0.0195371           
618.5               0.879157            0.101316            0.0195277           
619                 0.879165            0.101316            0.0195184           
619.5               0.879174            0.101317            0.019509            
620                 0.879183            0.101318            0.0194996           
620.5               0.879191            0.101318            0.0194903           
621                 0.8792              0.101319            0.0194809           
621.5               0.879209            0.10132             0.0194716           
622                 0.879217            0.10132             0.0194623           
622.5               0.879226            0.101321            0.019453            
623                 0.879235            0.101322            0.0194437           
623.5               0.879243            0.101322            0.0194344           
624                 0.879252            0.101323            0.0194251           
624.5               0.87926             0.101324            0.0194158           
625                 0.879269            0.101324            0.0194065           
625.5               0.879278            0.101325            0.0193972           
626                 0.879286            0.101326            0.019388            
626.5               0.879295            0.101326            0.0193787           
627                 0.879303            0.101327            0.0193695           
627.5               0.879312            0.101328            0.0193603           
628                 0.87932             0.101329            0.0193511           
628.5               0.879329            0.101329            0.0193418           
629                 0.879337            0.10133             0.0193326           
629.5               0.879346            0.101331            0.0193235           
630                 0.879355            0.101331            0.0193143           
630.5               0.879363            0.101332            0.0193051           
631                 0.879372            0.101333            0.0192959           
631.5               0.87938             0.101333            0.0192868           
632                 0.879388            0.101334            0.0192776           
632.5               0.879397            0.101335            0.0192685           
633                 0.879405            0.101335            0.0192593           
633.5               0.879414            0.101336            0.0192502           
634                 0.879422            0.101337            0.0192411           
634.5               0.879431            0.101337            0.019232            
635                 0.879439            0.101338            0.0192229           
635.5               0.879448            0.101339            0.0192138           
636                 0.879456            0.101339            0.0192047           
636.5               0.879464            0.10134             0.0191957           
637                 0.879473            0.101341            0.0191866           
637.5               0.879481            0.101341            0.0191775           
638                 0.87949             0.101342            0.0191685           
638.5               0.879498            0.101343            0.0191595           
639                 0.879506            0.101343            0.0191504           
639.5               0.879515            0.101344            0.0191414           
640                 0.879523            0.101345            0.0191324           
640.5               0.879531            0.101345            0.0191234           
641                 0.87954             0.101346            0.0191144           
641.5               0.879548            0.101347            0.0191054           
642                 0.879556            0.101347            0.0190964           
642.5               0.879565            0.101348            0.0190875           
643                 0.879573            0.101349            0.0190785           
643.5               0.879581            0.101349            0.0190695           
644                 0.87959             0.10135             0.0190606           
644.5               0.879598            0.101351            0.0190517           
645                 0.879606            0.101351            0.0190427           
645.5               0.879614            0.101352            0.0190338           
646                 0.879623            0.101352            0.0190249           
646.5               0.879631            0.101353            0.019016            
647                 0.879639            0.101354            0.0190071           
647.5               0.879647            0.101354            0.0189982           
648                 0.879656            0.101355            0.0189893           
648.5               0.879664            0.101356            0.0189805           
649                 0.879672            0.101356            0.0189716           
649.5               0.87968             0.101357            0.0189628           
650                 0.879688            0.101358            0.0189539           
650.5               0.879697            0.101358            0.0189451           
651                 0.879705            0.101359            0.0189362           
651.5               0.879713            0.10136             0.0189274           
652                 0.879721            0.10136             0.0189186           
652.5               0.879729            0.101361            0.0189098           
653                 0.879737            0.101362            0.018901            
653.5               0.879746            0.101362            0.0188922           
654                 0.879754            0.101363            0.0188835           
654.5               0.879762            0.101364            0.0188747           
655                 0.87977             0.101364            0.0188659           
655.5               0.879778            0.101365            0.0188572           
656                 0.879786            0.101365            0.0188484           
656.5               0.879794            0.101366            0.0188397           
657                 0.879802            0.101367            0.0188309           
657.5               0.87981             0.101367            0.0188222           
658                 0.879818            0.101368            0.0188135           
658.5               0.879827            0.101369            0.0188048           
659                 0.879835            0.101369            0.0187961           
659.5               0.879843            0.10137             0.0187874           
660                 0.879851            0.101371            0.0187787           
660.5               0.879859            0.101371            0.0187701           
661                 0.879867            0.101372            0.0187614           
661.5               0.879875            0.101373            0.0187527           
662                 0.879883            0.101373            0.0187441           
662.5               0.879891            0.101374            0.0187354           
663                 0.879899            0.101374            0.0187268           
663.5               0.879907            0.101375            0.0187182           
664                 0.879915            0.101376            0.0187096           
664.5               0.879923            0.101376            0.018701            
665                 0.879931            0.101377            0.0186924           
665.5               0.879939            0.101378            0.0186838           
666                 0.879947            0.101378            0.0186752           
666.5               0.879955            0.101379            0.0186666           
667                 0.879963            0.101379            0.018658            
667.5               0.87997             0.10138             0.0186495           
668                 0.879978            0.101381            0.0186409           
668.5               0.879986            0.101381            0.0186324           
669                 0.879994            0.101382            0.0186238           
669.5               0.880002            0.101383            0.0186153           
670                 0.88001             0.101383            0.0186068           
670.5               0.880018            0.101384            0.0185982           
671                 0.880026            0.101384            0.0185897           
671.5               0.880034            0.101385            0.0185812           
672                 0.880042            0.101386            0.0185727           
672.5               0.880049            0.101386            0.0185643           
673                 0.880057            0.101387            0.0185558           
673.5               0.880065            0.101388            0.0185473           
674                 0.880073            0.101388            0.0185389           
674.5               0.880081            0.101389            0.0185304           
675                 0.880089            0.101389            0.018522            
675.5               0.880096            0.10139             0.0185135           
676                 0.880104            0.101391            0.0185051           
676.5               0.880112            0.101391            0.0184967           
677                 0.88012             0.101392            0.0184882           
677.5               0.880128            0.101393            0.0184798           
678                 0.880135            0.101393            0.0184714           
678.5               0.880143            0.101394            0.018463            
679                 0.880151            0.101394            0.0184547           
679.5               0.880159            0.101395            0.0184463           
680                 0.880166            0.101396            0.0184379           
680.5               0.880174            0.101396            0.0184295           
681                 0.880182            0.101397            0.0184212           
681.5               0.88019             0.101398            0.0184128           
682                 0.880197            0.101398            0.0184045           
682.5               0.880205            0.101399            0.0183962           
683                 0.880213            0.101399            0.0183879           
683.5               0.880221            0.1014              0.0183795           
684                 0.880228            0.101401            0.0183712           
684.5               0.880236            0.101401            0.0183629           
685                 0.880244            0.101402            0.0183546           
685.5               0.880251            0.101402            0.0183463           
686                 0.880259            0.101403            0.0183381           
686.5               0.880267            0.101404            0.0183298           
687                 0.880274            0.101404            0.0183215           
687.5               0.880282            0.101405            0.0183133           
688                 0.88029             0.101405            0.018305            
688.5               0.880297            0.101406            0.0182968           
689                 0.880305            0.101407            0.0182885           
689.5               0.880312            0.101407            0.0182803           
690                 0.88032             0.101408            0.0182721           
690.5               0.880328            0.101408            0.0182639           
691                 0.880335            0.101409            0.0182557           
691.5               0.880343            0.10141             0.0182475           
692                 0.88035             0.10141             0.0182393           
692.5               0.880358            0.101411            0.0182311           
693                 0.880366            0.101411            0.0182229           
693.5               0.880373            0.101412            0.0182148           
694                 0.880381            0.101413            0.0182066           
694.5               0.880388            0.101413            0.0181984           
695                 0.880396            0.101414            0.0181903           
695.5               0.880403            0.101414            0.0181822           
696                 0.880411            0.101415            0.018174            
696.5               0.880418            0.101416            0.0181659           
697                 0.880426            0.101416            0.0181578           
697.5               0.880433            0.101417            0.0181497           
698                 0.880441            0.101417            0.0181416           
698.5               0.880448            0.101418            0.0181335           
699                 0.880456            0.101419            0.0181254           
699.5               0.880463            0.101419            0.0181173           
700                 0.880471            0.10142             0.0181092           
700.5               0.880478            0.10142             0.0181012           
701                 0.880486            0.101421            0.0180931           
701.5               0.880493            0.101422            0.0180851           
702                 0.880501            0.101422            0.018077            
702.5               0.880508            0.101423            0.018069            
703                 0.880516            0.101423            0.0180609           
703.5               0.880523            0.101424            0.0180529           
704                 0.880531            0.101425            0.0180449           
704.5               0.880538            0.101425            0.0180369           
705                 0.880545            0.101426            0.0180289           
705.5               0.880553            0.101426            0.0180209           
706                 0.88056             0.101427            0.0180129           
706.5               0.880568            0.101427            0.0180049           
707                 0.880575            0.101428            0.017997            
707.5               0.880582            0.101429            0.017989            
708                 0.88059             0.101429            0.017981            
708.5               0.880597            0.10143             0.0179731           
709                 0.880604            0.10143             0.0179651           
709.5               0.880612            0.101431            0.0179572           
710                 0.880619            0.101432            0.0179493           
710.5               0.880626            0.101432            0.0179413           
711                 0.880634            0.101433            0.0179334           
711.5               0.880641            0.101433            0.0179255           
712                 0.880648            0.101434            0.0179176           
712.5               0.880656            0.101435            0.0179097           
713                 0.880663            0.101435            0.0179018           
713.5               0.88067             0.101436            0.0178939           
714                 0.880678            0.101436            0.0178861           
714.5               0.880685            0.101437            0.0178782           
715                 0.880692            0.101437            0.0178703           
715.5               0.8807              0.101438            0.0178625           
716                 0.880707            0.101439            0.0178546           
716.5               0.880714            0.101439            0.0178468           
717                 0.880721            0.10144             0.0178389           
717.5               0.880729            0.10144             0.0178311           
718                 0.880736            0.101441            0.0178233           
718.5               0.880743            0.101441            0.0178155           
719                 0.88075             0.101442            0.0178077           
719.5               0.880758            0.101443            0.0177999           
720                 0.880765            0.101443            0.0177921           
720.5               0.880772            0.101444            0.0177843           
721                 0.880779            0.101444            0.0177765           
721.5               0.880786            0.101445            0.0177687           
722                 0.880794            0.101445            0.017761            
722.5               0.880801            0.101446            0.0177532           
723                 0.880808            0.101447            0.0177455           
723.5               0.880815            0.101447            0.0177377           
724                 0.880822            0.101448            0.01773             
724.5               0.880829            0.101448            0.0177222           
725                 0.880837            0.101449            0.0177145           
725.5               0.880844            0.101449            0.0177068           
726                 0.880851            0.10145             0.0176991           
726.5               0.880858            0.101451            0.0176914           
727                 0.880865            0.101451            0.0176837           
727.5               0.880872            0.101452            0.017676            
728                 0.880879            0.101452            0.0176683           
728.5               0.880887            0.101453            0.0176606           
729                 0.880894            0.101453            0.017653            
729.5               0.880901            0.101454            0.0176453           
730                 0.880908            0.101455            0.0176376           
730.5               0.880915            0.101455            0.01763             
731                 0.880922            0.101456            0.0176223           
731.5               0.880929            0.101456            0.0176147           
732                 0.880936            0.101457            0.0176071           
732.5               0.880943            0.101457            0.0175994           
733                 0.88095             0.101458            0.0175918           
733.5               0.880957            0.101458            0.0175842           
734                 0.880964            0.101459            0.0175766           
734.5               0.880971            0.10146             0.017569            
735                 0.880978            0.10146             0.0175614           
735.5               0.880986            0.101461            0.0175538           
736                 0.880993            0.101461            0.0175462           
736.5               0.881               0.101462            0.0175387           
737                 0.881007            0.101462            0.0175311           
737.5               0.881014            0.101463            0.0175235           
738                 0.881021            0.101463            0.017516            
738.5               0.881028            0.101464            0.0175084           
739                 0.881035            0.101465            0.0175009           
739.5               0.881042            0.101465            0.0174934           
740                 0.881048            0.101466            0.0174858           
740.5               0.881055            0.101466            0.0174783           
741                 0.881062            0.101467            0.0174708           
741.5               0.881069            0.101467            0.0174633           
742                 0.881076            0.101468            0.0174558           
742.5               0.881083            0.101468            0.0174483           
743                 0.88109             0.101469            0.0174408           
743.5               0.881097            0.10147             0.0174333           
744                 0.881104            0.10147             0.0174258           
744.5               0.881111            0.101471            0.0174184           
745                 0.881118            0.101471            0.0174109           
745.5               0.881125            0.101472            0.0174035           
746                 0.881132            0.101472            0.017396            
746.5               0.881139            0.101473            0.0173886           
747                 0.881146            0.101473            0.0173811           
747.5               0.881152            0.101474            0.0173737           
748                 0.881159            0.101474            0.0173663           
748.5               0.881166            0.101475            0.0173589           
749                 0.881173            0.101476            0.0173514           
749.5               0.88118             0.101476            0.017344            
750                 0.881187            0.101477            0.0173366           
750.5               0.881194            0.101477            0.0173292           
751                 0.8812              0.101478            0.0173219           
751.5               0.881207            0.101478            0.0173145           
752                 0.881214            0.101479            0.0173071           
752.5               0.881221            0.101479            0.0172997           
753                 0.881228            0.10148             0.0172924           
753.5               0.881235            0.10148             0.017285            
754                 0.881241            0.101481            0.0172777           
754.5               0.881248            0.101482            0.0172703           
755                 0.881255            0.101482            0.017263            
755.5               0.881262            0.101483            0.0172557           
756                 0.881269            0.101483            0.0172483           
756.5               0.881275            0.101484            0.017241            
757                 0.881282            0.101484            0.0172337           
757.5               0.881289            0.101485            0.0172264           
758                 0.881296            0.101485            0.0172191           
758.5               0.881302            0.101486            0.0172118           
759                 0.881309            0.101486            0.0172045           
759.5               0.881316            0.101487            0.0171972           
760                 0.881323            0.101487            0.01719             
760.5               0.881329            0.101488            0.0171827           
761                 0.881336            0.101488            0.0171754           
761.5               0.881343            0.101489            0.0171682           
762                 0.88135             0.10149             0.0171609           
762.5               0.881356            0.10149             0.0171537           
763                 0.881363            0.101491            0.0171464           
763.5               0.88137             0.101491            0.0171392           
764                 0.881376            0.101492            0.017132            
764.5               0.881383            0.101492            0.0171248           
765                 0.88139             0.101493            0.0171175           
765.5               0.881396            0.101493            0.0171103           
766                 0.881403            0.101494            0.0171031           
766.5               0.88141             0.101494            0.0170959           
767                 0.881416            0.101495            0.0170888           
767.5               0.881423            0.101495            0.0170816           
768                 0.88143             0.101496            0.0170744           
768.5               0.881436            0.101496            0.0170672           
769                 0.881443            0.101497            0.0170601           
769.5               0.88145             0.101498            0.0170529           
770                 0.881456            0.101498            0.0170457           
770.5               0.881463            0.101499            0.0170386           
771                 0.881469            0.101499            0.0170315           
771.5               0.881476            0.1015              0.0170243           
772                 0.881483            0.1015              0.0170172           
772.5               0.881489            0.101501            0.0170101           
773                 0.881496            0.101501            0.0170029           
773.5               0.881502            0.101502            0.0169958           
774                 0.881509            0.101502            0.0169887           
774.5               0.881516            0.101503            0.0169816           
775                 0.881522            0.101503            0.0169745           
775.5               0.881529            0.101504            0.0169674           
776                 0.881535            0.101504            0.0169604           
776.5               0.881542            0.101505            0.0169533           
777                 0.881548            0.101505            0.0169462           
777.5               0.881555            0.101506            0.0169392           
778                 0.881562            0.101506            0.0169321           
778.5               0.881568            0.101507            0.016925            
779                 0.881575            0.101507            0.016918            
779.5               0.881581            0.101508            0.016911            
780                 0.881588            0.101508            0.0169039           
780.5               0.881594            0.101509            0.0168969           
781                 0.881601            0.101509            0.0168899           
781.5               0.881607            0.10151             0.0168829           
782                 0.881614            0.101511            0.0168758           
782.5               0.88162             0.101511            0.0168688           
783                 0.881627            0.101512            0.0168618           
783.5               0.881633            0.101512            0.0168548           
784                 0.88164             0.101513            0.0168479           
784.5               0.881646            0.101513            0.0168409           
785                 0.881652            0.101514            0.0168339           
785.5               0.881659            0.101514            0.0168269           
786                 0.881665            0.101515            0.01682             
786.5               0.881672            0.101515            0.016813            
787                 0.881678            0.101516            0.016806            
787.5               0.881685            0.101516            0.0167991           
788                 0.881691            0.101517            0.0167922           
788.5               0.881698            0.101517            0.0167852           
789                 0.881704            0.101518            0.0167783           
789.5               0.88171             0.101518            0.0167714           
790                 0.881717            0.101519            0.0167644           
790.5               0.881723            0.101519            0.0167575           
791                 0.88173             0.10152             0.0167506           
791.5               0.881736            0.10152             0.0167437           
792                 0.881742            0.101521            0.0167368           
792.5               0.881749            0.101521            0.0167299           
793                 0.881755            0.101522            0.0167231           
